DATE,PI,W209RC1,A048RC1,PIROA,PCTR,A061RC1,W055RC1,DSPI,DSPIC96,A041RC1
1959-01-01,391.8,278.0,15.0,38.4,23.9,13.6,40.2,351.5,2191.5,50.1
1959-02-01,393.7,279.3,15.0,38.9,24.1,13.6,40.8,352.9,2198.1,50.0
1959-03-01,396.5,281.9,15.0,39.2,24.0,13.7,41.3,355.2,2210.7,50.2
1959-04-01,399.9,284.4,15.4,39.7,24.0,13.8,41.7,358.2,2225.0,50.2
1959-05-01,402.4,286.6,15.4,40.1,23.8,13.9,42.1,360.3,2237.1,50.3
1959-06-01,404.8,288.3,15.4,40.6,24.0,14.0,42.2,362.6,2244.6,50.5
1959-07-01,405.4,288.2,15.8,40.9,24.1,14.0,42.7,362.8,2241.0,50.5
1959-08-01,403.7,286.2,15.8,41.4,24.0,13.8,42.6,361.2,2227.9,50.1
1959-09-01,405.1,286.4,15.8,41.8,24.4,13.8,42.8,362.3,2228.8,50.4
1959-10-01,406.6,287.2,16.0,42.2,24.5,13.8,43.2,363.4,2230.4,50.4
1959-11-01,409.9,289.5,16.0,42.5,25.1,13.9,43.7,366.3,2246.5,50.7
1959-12-01,414.6,293.9,16.0,43.1,24.9,14.1,44.4,370.2,2268.3,50.7
1960-01-01,415.7,297.9,16.2,43.6,24.4,16.4,44.9,370.8,2273.2,50.0
1960-02-01,416.6,298.8,16.2,43.7,24.5,16.4,45.3,371.3,2273.6,49.7
1960-03-01,417.6,299.5,16.2,43.9,25.0,16.4,45.7,371.9,2276.3,49.5
1960-04-01,420.6,301.2,16.4,43.9,25.1,16.5,45.9,374.7,2285.0,50.5
1960-05-01,422.1,302.0,16.4,44.1,25.2,16.4,46.1,376.0,2290.1,50.8
1960-06-01,422.6,302.0,16.4,44.3,25.6,16.5,46.1,376.5,2292.2,50.8
1960-07-01,424.1,302.9,16.5,44.6,25.6,16.5,46.3,377.7,2295.9,50.9
1960-08-01,424.1,302.4,16.5,44.9,26.0,16.5,46.6,377.5,2290.6,50.9
1960-09-01,424.9,302.5,16.5,45.1,26.5,16.5,46.6,378.3,2293.9,50.8
1960-10-01,426.7,303.6,16.7,45.3,26.5,16.5,46.6,380.1,2302.3,51.1
1960-11-01,426.3,302.5,16.7,45.4,27.1,16.4,46.5,379.8,2292.8,51.0
1960-12-01,424.4,300.2,16.7,45.3,27.5,16.2,46.2,378.2,2282.4,51.0
1961-01-01,428.3,302.7,16.9,45.5,27.8,16.8,46.4,381.9,2304.5,52.1
1961-02-01,430.3,302.8,16.9,45.7,29.4,16.8,46.5,383.8,2314.1,52.3
1961-03-01,431.9,303.9,16.9,45.9,29.2,16.7,46.6,385.2,2323.9,52.6
1961-04-01,432.5,305.1,17.1,46.2,28.8,16.8,46.7,385.8,2328.6,52.3
1961-05-01,436.1,307.1,17.1,46.5,29.7,16.9,47.0,389.2,2347.6,52.6
1961-06-01,440.5,309.8,17.1,46.9,30.6,17.0,47.1,393.3,2371.7,53.1
1961-07-01,442.7,311.1,17.3,47.3,30.9,17.0,47.1,395.5,2379.8,53.1
1961-08-01,443.3,312.7,17.3,47.6,29.5,17.1,47.4,395.9,2379.9,53.3
1961-09-01,444.3,313.2,17.3,48.2,29.2,17.1,47.7,396.7,2382.0,53.5
1961-10-01,448.7,316.2,17.5,48.9,29.2,17.2,47.9,400.8,2407.2,54.1
1961-11-01,452.7,319.4,17.5,49.3,29.3,17.4,48.2,404.6,2429.5,54.6
1961-12-01,455.6,321.2,17.5,49.7,29.7,17.4,48.4,407.1,2444.3,54.8
1962-01-01,456.0,322.8,17.7,49.2,29.9,18.8,49.1,406.9,2438.2,55.1
1962-02-01,459.1,325.3,17.7,49.7,29.9,18.8,49.3,409.8,2449.1,55.3
1962-03-01,462.9,328.3,17.7,50.1,30.2,19.0,49.8,413.1,2465.4,55.5
1962-04-01,465.8,330.8,18.0,51.0,29.9,19.1,50.4,415.4,2476.3,55.2
1962-05-01,466.8,331.4,18.0,51.5,30.0,19.1,50.9,415.9,2477.7,55.1
1962-06-01,467.7,332.1,17.9,52.0,30.1,19.1,51.5,416.2,2478.1,54.6
1962-07-01,469.7,333.2,18.2,52.5,30.3,19.2,51.9,417.8,2488.9,54.7
1962-08-01,471.1,333.7,18.2,53.0,30.6,19.2,52.3,418.8,2491.3,54.8
1962-09-01,473.7,335.8,18.1,53.5,30.4,19.3,52.7,421.0,2492.0,55.1
1962-10-01,475.7,336.0,18.3,53.8,31.4,19.2,53.1,422.6,2504.3,55.3
1962-11-01,477.8,337.9,18.3,53.9,31.1,19.3,53.7,424.1,2511.2,55.9
1962-12-01,479.8,339.1,18.3,54.7,31.0,19.3,53.9,425.9,2522.9,56.1
1963-01-01,484.0,341.0,18.5,54.5,35.1,21.3,54.0,430.0,2541.1,56.2
1963-02-01,481.9,342.6,18.5,54.8,31.4,21.3,54.0,427.9,2526.1,55.9
1963-03-01,483.7,344.4,18.5,54.9,31.5,21.4,54.3,429.4,2536.8,55.8
1963-04-01,485.0,345.1,18.7,55.3,31.5,21.5,53.9,431.1,2547.1,55.8
1963-05-01,487.9,347.3,18.7,55.9,31.8,21.5,54.4,433.5,2556.9,55.7
1963-06-01,491.3,350.2,18.7,56.5,31.8,21.7,54.6,436.6,2569.8,55.8
1963-07-01,492.5,350.7,18.8,56.9,31.8,21.7,54.5,438.0,2572.6,55.9
1963-08-01,494.9,352.4,18.8,57.2,32.0,21.7,54.6,440.3,2582.9,56.2
1963-09-01,498.2,354.8,18.8,57.7,32.1,21.9,54.6,443.5,2602.3,56.6
1963-10-01,501.9,357.0,18.8,58.2,32.3,22.0,54.9,447.0,2617.3,57.4
1963-11-01,503.6,358.1,18.8,58.8,32.3,22.0,55.1,448.5,2622.9,57.5
1963-12-01,508.4,361.1,18.8,59.7,33.0,22.2,55.6,452.8,2644.0,57.9
1964-01-01,511.3,361.6,18.8,60.1,34.9,21.9,56.0,455.3,2652.8,57.7
1964-02-01,514.1,366.0,18.8,60.7,32.8,22.1,56.7,457.4,2661.2,57.9
1964-03-01,517.0,368.0,18.8,61.2,33.0,22.1,48.5,468.5,2724.4,58.1
1964-04-01,520.6,370.4,18.8,61.7,33.2,22.2,49.2,471.4,2739.1,58.7
1964-05-01,523.8,372.8,18.8,62.4,33.2,22.3,49.8,473.9,2753.5,58.8
1964-06-01,526.3,374.7,18.8,63.1,33.2,22.3,50.2,476.2,2762.6,58.9
1964-07-01,529.9,377.4,18.9,63.6,33.5,22.4,50.9,479.0,2775.7,58.9
1964-08-01,533.3,380.4,18.9,63.9,33.4,22.5,51.7,481.5,2788.0,59.2
1964-09-01,536.3,382.3,18.9,64.5,33.6,22.6,52.1,484.2,2799.1,59.7
1964-10-01,536.9,382.3,18.8,64.8,33.6,22.5,52.6,484.3,2798.2,59.9
1964-11-01,541.3,385.9,18.8,65.4,33.5,22.8,53.2,488.1,2816.3,60.5
1964-12-01,547.5,390.1,18.8,66.2,34.1,22.9,53.9,493.5,2843.4,61.2
1965-01-01,551.5,390.7,19.1,66.4,36.6,22.8,56.5,495.0,2848.9,61.5
1965-02-01,552.0,393.0,19.1,66.9,34.2,22.9,56.7,495.4,2849.6,61.9
1965-03-01,555.4,395.1,19.1,67.3,34.3,23.0,57.8,497.7,2859.1,62.5
1965-04-01,558.6,396.9,19.3,68.0,34.7,23.1,59.6,499.0,2862.1,62.8
1965-05-01,562.9,400.5,19.3,68.6,34.5,23.3,57.3,505.6,2893.8,63.2
1965-06-01,566.2,402.4,19.3,69.6,34.7,23.3,58.4,507.8,2898.0,63.5
1965-07-01,570.4,405.5,19.5,70.0,34.9,23.4,56.9,513.5,2928.3,63.9
1965-08-01,572.9,408.3,19.5,70.4,34.5,23.6,56.8,516.2,2942.8,63.8
1965-09-01,587.2,411.3,19.5,71.0,45.0,23.7,57.3,529.9,3019.7,64.1
1965-10-01,584.9,416.8,19.5,71.3,36.4,23.9,57.4,527.5,3004.9,64.7
1965-11-01,590.2,420.4,19.5,71.8,37.0,24.0,58.1,532.1,3026.2,65.6
1965-12-01,595.5,424.1,19.5,72.4,37.3,24.2,59.3,536.3,3038.7,66.4
1966-01-01,597.7,429.0,19.8,72.9,37.6,30.2,60.5,537.2,3040.7,68.6
1966-02-01,603.1,433.3,19.8,73.3,37.9,30.4,61.4,541.7,3053.4,69.2
1966-03-01,607.9,437.0,19.8,73.6,38.1,30.5,62.7,545.2,3065.4,69.9
1966-04-01,609.5,440.9,19.8,74.0,37.9,30.7,64.5,545.0,3053.7,67.6
1966-05-01,612.2,444.0,19.8,74.4,38.0,30.8,65.7,546.5,3058.6,66.9
1966-06-01,616.7,448.4,19.8,74.8,37.8,31.0,66.6,550.2,3071.4,67.0
1966-07-01,620.4,452.6,20.0,74.9,37.7,31.8,67.3,553.1,3081.9,66.9
1966-08-01,625.9,455.9,20.0,75.4,39.4,31.9,67.8,558.1,3097.8,67.2
1966-09-01,631.7,458.5,20.0,76.1,41.7,32.0,68.5,563.2,3116.2,67.4
1966-10-01,636.0,461.7,20.0,76.8,41.9,32.1,69.5,566.5,3126.3,67.7
1966-11-01,640.9,464.0,20.0,77.4,43.5,32.2,70.9,570.0,3140.7,68.2
1966-12-01,642.0,465.7,20.0,76.0,44.1,32.3,71.3,570.7,3138.0,68.5
1967-01-01,648.0,469.2,20.3,78.2,44.9,33.6,71.5,576.6,3170.2,69.1
1967-02-01,649.6,469.4,20.3,78.9,45.9,33.6,71.2,578.4,3176.3,68.8
1967-03-01,653.9,471.5,20.3,79.6,47.5,33.7,70.8,583.0,3200.2,68.8
1967-04-01,654.4,473.5,20.4,80.1,46.9,34.4,70.6,583.8,3199.2,68.1
1967-05-01,656.9,474.7,20.4,80.6,47.2,34.5,70.8,586.1,3205.7,68.5
1967-06-01,661.6,478.7,20.4,80.8,47.6,34.8,71.4,590.2,3217.5,69.0
1967-07-01,667.2,481.9,20.4,81.4,48.4,35.0,72.7,594.5,3230.4,70.1
1967-08-01,672.5,485.8,20.4,82.0,49.0,35.3,74.0,598.5,3242.0,70.6
1967-09-01,675.0,488.1,20.4,82.3,48.8,35.4,74.8,600.2,3241.6,70.8
1967-10-01,677.8,490.6,20.3,82.9,49.6,35.6,75.0,602.8,3246.6,69.9
1967-11-01,684.4,496.7,20.3,83.3,50.1,36.0,75.9,608.5,3266.2,69.9
1967-12-01,687.4,501.4,20.3,81.6,50.4,36.5,76.8,610.5,3272.1,70.2
1968-01-01,694.3,504.9,20.1,84.4,51.3,37.3,77.7,616.7,3289.7,71.0
1968-02-01,702.5,511.9,20.1,85.0,51.5,37.6,78.8,623.6,3313.5,71.6
1968-03-01,710.8,515.8,20.1,85.8,54.5,37.9,79.2,631.6,3344.8,72.5
1968-04-01,716.2,519.0,20.1,86.8,55.9,38.2,80.5,635.7,3356.4,72.6
1968-05-01,722.6,524.3,20.1,87.7,55.8,38.5,81.9,640.7,3370.1,73.2
1968-06-01,728.3,528.7,20.1,88.4,56.1,38.6,82.6,645.6,3385.3,73.7
1968-07-01,735.0,533.5,20.2,89.1,56.6,38.9,88.7,646.3,3378.3,74.5
1968-08-01,741.4,537.6,20.2,90.0,57.7,39.1,91.6,649.8,3382.7,75.0
1968-09-01,747.4,542.4,20.2,90.9,57.8,39.2,95.3,652.1,3383.1,75.4
1968-10-01,752.0,545.9,20.0,91.7,58.3,39.4,94.7,657.3,3395.1,75.5
1968-11-01,758.0,550.8,20.0,92.8,58.7,39.8,96.0,662.0,3407.8,75.4
1968-12-01,762.6,554.3,20.0,93.6,59.1,39.9,96.9,665.7,3419.6,75.6
1969-01-01,766.3,558.5,20.2,95.2,59.8,42.7,99.2,667.1,3413.4,75.2
1969-02-01,771.8,561.9,20.2,96.2,60.6,42.9,102.9,668.9,3414.2,75.7
1969-03-01,779.0,567.9,20.2,97.2,60.9,43.2,105.7,673.3,3420.3,75.9
1969-04-01,784.3,571.8,20.3,97.7,61.2,43.4,109.0,675.3,3415.3,76.7
1969-05-01,790.5,576.6,20.3,98.5,61.6,43.7,104.8,685.7,3454.2,77.2
1969-06-01,797.1,581.7,20.3,99.8,61.8,44.0,103.2,693.9,3478.5,77.5
1969-07-01,805.0,588.5,20.4,100.4,62.4,44.4,103.2,701.8,3502.8,77.6
1969-08-01,812.2,593.8,20.4,101.4,63.0,44.6,104.1,708.1,3524.2,78.2
1969-09-01,817.7,598.0,20.4,102.7,63.3,44.9,105.1,712.6,3532.1,78.1
1969-10-01,822.0,601.4,20.4,103.9,63.9,45.1,105.3,716.7,3540.4,77.5
1969-11-01,826.4,604.9,20.4,105.0,64.2,45.3,105.3,721.0,3546.5,77.1
1969-12-01,831.9,608.5,20.4,106.2,64.9,45.4,106.2,725.7,3552.9,77.3
1970-01-01,836.4,611.4,20.4,108.2,65.3,45.9,104.2,732.1,3571.8,77.0
1970-02-01,841.8,614.6,20.4,109.1,66.3,45.9,104.4,737.4,3583.0,77.3
1970-03-01,847.1,618.8,20.4,110.3,66.7,46.2,105.1,742.0,3596.8,77.0
1970-04-01,859.9,617.4,20.2,111.6,80.2,46.2,106.1,753.8,3635.5,76.6
1970-05-01,857.7,619.9,20.2,113.1,73.8,46.3,104.5,753.1,3620.7,76.9
1970-06-01,862.6,623.4,20.2,114.4,74.2,46.3,105.9,756.6,3628.1,76.6
1970-07-01,870.6,627.0,20.9,116.3,75.1,46.8,100.4,770.2,3679.6,78.0
1970-08-01,875.1,629.0,20.9,117.5,76.0,46.7,100.4,774.6,3691.3,78.4
1970-09-01,878.4,628.6,20.9,118.7,77.9,46.6,101.1,777.3,3687.3,79.0
1970-10-01,879.7,627.1,21.2,119.4,79.8,46.4,101.1,778.6,3675.4,78.6
1970-11-01,882.3,628.7,21.2,120.3,79.6,46.4,101.8,780.5,3669.8,78.9
1970-12-01,889.2,634.3,21.2,120.3,80.9,46.7,101.7,787.5,3686.5,79.3
1971-01-01,898.8,644.5,21.1,122.4,81.0,50.3,97.5,801.3,3743.1,80.2
1971-02-01,903.2,647.8,21.1,122.8,82.1,50.4,98.5,804.7,3748.2,79.8
1971-03-01,909.0,651.4,21.1,123.1,83.0,50.6,99.0,810.0,3760.5,81.0
1971-04-01,915.0,655.0,21.7,123.6,83.5,50.8,100.2,814.9,3768.3,82.1
1971-05-01,922.4,660.8,21.7,124.2,84.0,51.1,100.8,821.6,3783.5,82.9
1971-06-01,943.8,663.6,21.7,124.8,101.3,51.2,101.2,842.6,3863.6,83.6
1971-07-01,934.8,665.7,22.0,125.5,88.7,51.1,101.7,833.2,3808.6,84.0
1971-08-01,940.8,670.3,22.0,126.1,89.0,51.3,102.3,838.5,3822.0,84.5
1971-09-01,947.7,674.3,22.0,126.6,91.0,51.5,103.0,844.7,3844.7,85.2
1971-10-01,951.8,676.6,22.5,127.1,90.2,51.5,103.1,848.8,3857.1,87.0
1971-11-01,958.6,680.1,22.5,127.9,91.7,51.7,106.1,852.5,3866.2,88.2
1971-12-01,967.4,689.9,22.5,127.2,91.8,52.4,107.2,860.2,3885.9,88.5
1972-01-01,976.1,700.8,23.1,130.1,91.9,57.5,116.7,859.4,3866.2,87.8
1972-02-01,987.9,709.5,23.1,131.0,95.3,58.4,119.9,868.0,3889.9,87.4
1972-03-01,995.6,714.8,23.1,131.8,95.8,58.5,122.7,872.9,3906.2,88.5
1972-04-01,998.5,718.4,20.2,132.8,94.4,58.6,124.6,873.9,3904.5,91.3
1972-05-01,1004.9,722.1,20.2,134.2,95.1,58.8,122.7,882.2,3933.2,92.2
1972-06-01,1009.2,726.9,20.2,135.4,95.2,59.0,122.9,886.4,3945.7,90.5
1972-07-01,1019.0,728.9,23.9,137.1,95.8,59.6,123.0,896.0,3974.4,93.0
1972-08-01,1031.4,736.0,23.9,138.5,96.2,59.3,124.4,907.0,4011.3,96.1
1972-09-01,1040.0,742.3,23.9,139.7,96.1,59.5,125.4,914.6,4026.8,97.4
1972-10-01,1065.1,752.6,23.8,141.4,104.2,60.0,126.6,938.6,4127.9,103.2
1972-11-01,1079.2,758.4,23.8,142.8,108.2,60.4,127.3,951.8,4173.7,106.5
1972-12-01,1086.6,765.3,23.8,144.3,106.8,60.7,127.5,959.2,4192.4,107.2
1973-01-01,1085.6,777.8,23.5,145.0,108.0,73.2,128.5,957.1,4170.5,104.4
1973-02-01,1095.3,786.4,23.5,146.6,108.8,73.7,126.0,969.3,4201.5,103.8
1973-03-01,1104.4,792.0,23.5,148.3,110.4,74.0,124.7,979.7,4216.8,104.2
1973-04-01,1114.7,797.8,23.3,149.8,110.3,74.4,126.4,988.3,4222.3,107.8
1973-05-01,1125.1,802.9,23.3,151.5,112.1,74.7,130.1,995.0,4230.1,110.1
1973-06-01,1134.7,809.0,23.3,153.6,112.0,75.1,131.0,1003.7,4242.6,111.9
1973-07-01,1142.2,815.5,22.3,156.5,111.7,75.7,132.4,1009.8,4252.8,111.9
1973-08-01,1152.0,819.3,22.3,158.9,113.7,76.0,133.8,1018.1,4239.0,113.7
1973-09-01,1163.4,826.5,22.3,160.8,114.5,76.5,136.0,1027.4,4260.6,115.7
1973-10-01,1180.2,834.2,23.3,162.4,115.6,77.0,137.9,1042.3,4298.1,121.8
1973-11-01,1192.6,843.0,23.3,164.3,116.8,77.7,140.1,1052.5,4304.9,123.0
1973-12-01,1199.2,847.9,23.3,167.0,117.0,77.9,141.9,1057.3,4288.9,121.8
1974-01-01,1200.4,853.3,23.5,168.3,120.8,82.8,140.7,1059.6,4257.6,117.3
1974-02-01,1207.1,858.6,23.5,170.3,121.9,83.1,143.2,1063.9,4225.5,115.8
1974-03-01,1213.1,863.1,23.5,172.7,122.9,83.4,144.5,1068.6,4195.4,114.1
1974-04-01,1220.9,868.6,22.9,175.3,128.5,83.9,145.6,1075.3,4192.4,109.5
1974-05-01,1234.1,879.3,22.9,177.7,130.2,84.8,149.2,1084.8,4188.2,108.8
1974-06-01,1243.7,887.6,22.9,180.0,131.0,85.4,151.9,1091.8,4179.7,107.6
1974-07-01,1257.8,892.7,23.3,181.8,136.0,86.1,153.8,1104.1,4195.7,110.2
1974-08-01,1268.8,900.0,23.3,183.8,136.9,86.3,154.8,1114.1,4190.0,111.1
1974-09-01,1280.7,907.9,23.3,186.1,138.4,86.7,156.2,1124.5,4185.7,111.7
1974-10-01,1294.0,915.6,23.0,188.4,141.1,87.2,157.8,1136.2,4199.5,113.0
1974-11-01,1296.0,911.8,23.0,190.5,143.5,86.3,157.3,1138.6,4177.1,113.4
1974-12-01,1305.4,914.1,23.0,192.3,148.2,86.2,157.7,1147.8,4177.8,114.0
1975-01-01,1312.3,917.5,22.7,194.9,151.6,87.9,158.1,1154.2,4175.7,113.6
1975-02-01,1318.8,916.7,22.7,196.5,157.2,87.4,157.7,1161.1,4178.2,113.1
1975-03-01,1324.2,920.9,22.7,197.8,158.8,87.5,158.2,1166.0,4182.0,111.5
1975-04-01,1330.3,922.6,22.4,197.6,162.4,87.5,139.0,1191.4,4258.5,112.8
1975-05-01,1343.8,931.7,22.4,198.5,165.0,88.1,78.7,1265.1,4504.4,114.3
1975-06-01,1375.8,939.2,22.4,199.5,187.2,88.5,145.6,1230.2,4352.9,115.9
1975-07-01,1372.3,944.6,22.2,201.1,174.0,88.9,150.6,1221.6,4285.8,119.2
1975-08-01,1388.5,958.4,22.2,202.4,174.9,89.9,153.4,1235.1,4314.3,120.5
1975-09-01,1398.7,965.0,22.2,204.0,175.6,90.5,154.4,1244.2,4324.8,122.4
1975-10-01,1413.4,974.8,21.9,205.7,177.9,91.2,156.7,1256.7,4342.9,124.3
1975-11-01,1422.4,983.8,21.9,207.0,176.3,91.8,158.6,1263.8,4339.7,125.3
1975-12-01,1432.3,991.5,21.9,206.7,178.8,92.5,160.3,1272.0,4343.8,126.0
1976-01-01,1447.2,1008.0,21.9,208.7,181.9,98.5,162.0,1285.2,4372.0,125.3
1976-02-01,1457.5,1015.4,21.7,210.8,182.2,99.0,162.7,1294.9,4399.1,126.4
1976-03-01,1463.6,1020.7,21.3,212.1,181.2,99.4,162.8,1300.7,4412.2,127.6
1976-04-01,1472.5,1028.6,20.8,214.9,180.3,99.9,167.1,1305.4,4418.0,127.9
1976-05-01,1481.2,1037.0,20.4,217.2,178.9,100.6,169.6,1311.7,4418.0,128.3
1976-06-01,1489.9,1040.9,20.2,219.0,180.9,100.8,171.3,1318.7,4422.3,129.7
1976-07-01,1506.7,1049.1,20.1,220.9,186.6,101.6,173.8,1332.9,4447.6,131.6
1976-08-01,1519.3,1059.5,20.0,222.8,186.7,102.3,176.3,1343.0,4456.6,132.4
