DATE,PI,W209RC1,A048RC1,PIROA,PCTR,A061RC1,W055RC1,DSPI,DSPIC96,A041RC1
2008-06-01,12713.5,8059.1,289.9,2207.4,2178.9,987.6,1543.4,11170.1,11755.3,965.8
2008-07-01,12564.0,8057.7,297.4,2224.9,2024.7,988.3,1515.1,11048.9,11574.0,947.6
2008-08-01,12472.5,8078.5,305.1,2227.5,1893.8,992.0,1496.5,10976.0,11506.9,959.6
2008-09-01,12489.4,8087.0,313.4,2215.0,1905.7,994.4,1480.9,11008.5,11531.5,962.6
2008-10-01,12489.4,8110.4,322.2,2188.0,1912.7,998.5,1472.8,11016.6,11616.7,954.5
2008-11-01,12427.1,8065.8,326.5,2147.9,1922.3,994.6,1449.6,10977.5,11713.8,959.2
2008-12-01,12274.1,7953.2,328.3,2087.8,1948.3,982.0,1412.3,10861.8,11655.4,938.5
2009-01-01,12155.6,7796.8,326.2,2051.3,2014.5,966.8,1234.1,10921.5,11718.0,933.7
2009-02-01,12031.7,7715.0,326.2,2001.2,2036.6,958.0,1202.0,10829.7,11598.7,910.7
2009-03-01,11983.8,7679.3,327.5,1968.3,2068.0,954.7,1171.0,10812.8,11593.4,895.3
2009-04-01,12022.2,7740.9,330.4,1909.8,2106.5,963.2,1131.5,10890.7,11660.2,897.7
2009-05-01,12188.9,7772.3,335.3,1875.1,2274.0,967.7,1131.2,11057.7,11826.7,899.8
2009-06-01,12050.9,7772.7,342.0,1841.8,2155.3,967.9,1130.6,10920.3,11610.9,907.1
2009-07-01,12007.4,7746.0,350.0,1805.0,2157.3,964.1,1133.5,10873.9,11560.4,913.2
2009-08-01,12021.0,7747.5,356.3,1780.3,2165.5,964.0,1136.0,10884.9,11538.6,935.3
2009-09-01,12071.4,7746.1,361.2,1766.2,2206.2,963.3,1136.4,10935.1,11573.1,955.1
2009-10-01,12080.2,7773.0,364.5,1755.5,2178.4,965.3,1136.8,10943.4,11538.1,974.1
2009-11-01,12143.6,7808.2,370.8,1747.6,2185.0,968.8,1141.7,11001.9,11571.0,1000.8
2009-12-01,12208.3,7810.5,380.7,1742.2,2213.6,967.5,1143.7,11064.5,11630.0,1028.9
2010-01-01,12296.6,7778.9,393.9,1756.7,2294.2,977.2,1194.1,11102.5,11644.6,1050.1
2010-02-01,12301.4,7744.2,405.4,1767.9,2302.8,970.9,1188.6,11112.8,11655.6,1052.0
2010-03-01,12365.6,7779.8,415.3,1765.2,2312.7,972.7,1192.7,11172.9,11702.1,1065.3
2010-04-01,12473.3,7860.2,422.7,1772.0,2310.3,980.3,1201.1,11272.2,11799.8,1088.5
2010-05-01,12575.2,7935.6,429.4,1777.5,2311.6,987.6,1215.3,11360.0,11887.9,1108.7
2010-06-01,12585.4,7936.1,434.6,1778.0,2311.4,985.6,1223.4,11362.0,11895.0,1110.9
2010-07-01,12629.5,7967.3,438.5,1774.2,2314.7,987.3,1242.8,11386.8,11910.8,1122.1
2010-08-01,12697.4,7988.1,442.6,1778.1,2347.1,988.2,1257.8,11439.6,11949.7,1129.8
2010-09-01,12719.1,7991.3,446.8,1789.1,2346.6,986.7,1268.4,11450.7,11949.4,1132.0
2010-10-01,12768.0,8023.5,450.4,1802.6,2346.4,989.0,1279.8,11488.1,11950.4,1134.2
2010-11-01,12808.4,8028.3,457.2,1821.8,2348.2,987.9,1287.4,11520.9,11960.5,1140.7
2010-12-01,12914.3,8071.2,467.3,1858.1,2355.8,991.5,1300.2,11614.1,12030.1,1153.3
2011-01-01,13120.0,8142.9,480.5,1876.7,2362.9,909.2,1418.4,11701.6,12084.4,1166.2
2011-02-01,13193.3,8180.1,490.2,1895.1,2358.9,913.0,1427.4,11765.9,12117.0,1182.0
2011-03-01,13214.3,8187.2,496.5,1891.5,2363.6,913.2,1433.9,11780.4,12083.3,1188.7
2011-04-01,13247.4,8191.1,498.9,1906.7,2365.9,913.0,1438.6,11808.8,12061.3,1197.8
2011-05-01,13270.9,8196.8,501.5,1917.0,2362.5,913.6,1444.0,11827.0,12043.2,1206.8
2011-06-01,13323.5,8231.4,503.8,1922.6,2356.5,916.8,1455.1,11868.4,12087.9,1226.0
2011-07-01,13398.4,8302.2,505.5,1924.3,2352.2,924.7,1469.6,11928.8,12128.6,1238.9
2011-08-01,13420.6,8286.4,509.4,1932.6,2352.4,922.9,1471.7,11948.9,12120.6,1262.6
2011-09-01,13422.3,8273.3,515.4,1949.8,2351.6,921.1,1472.9,11949.4,12104.0,1253.4
2011-10-01,13430.4,8232.6,522.2,1980.4,2354.2,916.7,1468.0,11962.4,12117.0,1257.7
2011-11-01,13447.9,8206.1,526.7,2008.0,2356.5,913.6,1465.3,11982.6,12112.6,1264.2
2011-12-01,13582.4,8284.0,527.8,2040.8,2367.1,922.0,1479.4,12103.0,12227.3,1284.7
2012-01-01,13683.6,8396.6,526.2,2057.6,2334.4,933.9,1456.0,12227.6,12311.1,1302.6
2012-02-01,13798.1,8469.4,526.2,2080.1,2336.7,941.8,1469.9,12328.2,12384.8,1327.5
2012-03-01,13877.1,8503.2,527.6,2106.5,2350.0,945.2,1479.0,12398.1,12431.1,1335.1
2012-04-01,13954.9,8517.6,530.3,2139.3,2358.8,946.8,1485.3,12469.6,12486.5,1355.7
2012-05-01,13944.6,8488.5,532.5,2147.7,2361.7,943.1,1485.2,12459.4,12490.2,1357.2
2012-06-01,13938.1,8505.2,534.2,2121.0,2367.9,944.4,1492.6,12445.5,12482.6,1354.0
2012-07-01,13859.9,8496.0,535.4,2065.3,2362.5,942.9,1495.8,12364.1,12396.5,1343.7
2012-08-01,13879.8,8525.0,536.2,2064.4,2357.6,945.2,1506.4,12373.5,12364.4,1342.0
2012-09-01,14028.2,8617.3,536.7,2106.1,2374.1,954.8,1527.8,12500.4,12453.3,1348.9
2012-10-01,14164.6,8659.8,538.2,2193.6,2372.9,958.7,1541.6,12622.9,12538.2,1358.8
2012-11-01,14346.4,8760.7,541.7,2259.9,2382.4,969.0,1566.3,12780.1,12702.9,1370.7
2012-12-01,14696.7,8869.1,548.4,2502.4,2397.2,980.5,1608.2,13088.6,13011.6,1360.1
2013-01-01,13996.7,8730.8,555.1,2033.1,2397.7,1089.7,1641.5,12355.2,12258.9,1369.8
2013-02-01,14015.4,8729.5,561.3,2027.9,2401.7,1090.3,1649.4,12366.0,12224.9,1385.3
2013-03-01,14046.4,8737.5,566.0,2017.2,2411.0,1092.0,1659.0,12387.3,12262.1,1406.6
2013-04-01,14089.6,8781.0,568.8,2019.8,2400.5,1098.0,1674.7,12414.9,12299.0,1417.6
2013-05-01,14168.4,8825.3,573.4,2037.3,2419.5,1103.8,1685.2,12483.2,12358.6,1416.7
2013-06-01,14200.8,8852.4,577.3,2052.3,2428.6,1107.3,1687.6,12513.2,12361.7,1397.6
2013-07-01,14191.1,8821.4,582.1,2061.3,2428.6,1103.5,1673.5,12517.6,12350.6,1401.2
2013-08-01,14240.1,8846.4,585.3,2073.4,2435.9,1106.2,1673.9,12566.2,12379.6,1405.3
2013-09-01,14301.2,8868.9,587.9,2087.7,2439.1,1109.0,1677.3,12623.9,12431.5,1426.6
2013-10-01,14290.7,8887.3,588.5,2086.8,2438.7,1110.9,1682.5,12608.2,12395.1,1400.4
2013-11-01,14357.7,8946.2,590.3,2097.6,2440.9,1117.6,1698.0,12659.6,12426.2,1400.2
2013-12-01,14425.7,8993.8,593.2,2112.5,2449.9,1123.1,1713.8,12711.9,12452.7,1399.3
2014-01-01,14529.9,9062.4,596.2,2133.3,2461.0,1134.1,1732.0,12797.9,12513.3,1411.1
2014-02-01,14620.1,9116.6,598.2,2165.8,2472.1,1140.2,1746.9,12873.2,12579.5,1407.7
2014-03-01,14725.2,9163.7,600.0,2201.9,2489.3,1145.0,1755.5,12969.8,12648.6,1415.3
2014-04-01,14800.2,9159.9,601.6,2238.9,2507.3,1143.7,1753.4,13046.8,12699.0,1436.2
2014-05-01,14872.4,9166.3,602.7,2266.4,2529.6,1143.6,1755.8,13116.7,12745.0,1451.0
2014-06-01,14951.3,9191.2,603.5,2294.8,2543.5,1146.3,1766.0,13185.2,12797.2,1464.5
2014-07-01,15026.9,9228.9,603.6,2316.1,2556.5,1150.4,1782.8,13244.1,12835.1,1472.1
2014-08-01,15105.5,9285.6,604.9,2335.8,2569.2,1156.4,1799.9,13305.6,12896.3,1466.4
2014-09-01,15166.0,9327.3,605.3,2356.0,2578.9,1161.6,1813.0,13353.0,12938.8,1460.0
2014-10-01,15233.2,9375.3,607.0,2376.1,2587.2,1167.1,1825.4,13407.7,12995.3,1454.8
2014-11-01,15304.9,9439.6,605.9,2392.8,2593.7,1174.3,1837.7,13467.1,13062.8,1447.2
2014-12-01,15383.1,9485.8,603.5,2402.4,2610.4,1180.0,1846.3,13536.8,13150.5,1461.1
2015-01-01,15444.5,9529.1,596.0,2416.8,2628.6,1184.8,1894.1,13550.3,13224.7,1458.7
2015-02-01,15525.3,9570.8,594.5,2475.0,2642.2,1189.7,1904.2,13621.1,13271.8,1432.6
2015-03-01,15523.4,9591.7,598.1,2451.1,2661.3,1192.3,1915.3,13608.0,13233.7,1413.5
2015-04-01,15581.5,9625.5,606.5,2463.4,2673.4,1196.2,1933.1,13648.4,13262.8,1408.8
2015-05-01,15650.7,9677.2,612.3,2468.1,2684.7,1202.2,1947.0,13703.7,13284.7,1410.6
2015-06-01,15687.4,9695.8,615.1,2477.6,2688.9,1204.3,1948.8,13738.6,13292.7,1414.5
2015-07-01,15727.5,9729.6,614.9,2472.6,2694.8,1208.2,1945.2,13782.3,13324.1,1423.8
2015-08-01,15761.1,9757.6,615.0,2477.7,2699.7,1211.6,1946.8,13814.3,13354.9,1422.8
2015-09-01,15782.3,9768.0,614.7,2486.3,2703.0,1212.8,1950.1,13832.2,13392.0,1423.1
2015-10-01,15822.4,9802.5,614.7,2495.2,2706.4,1216.8,1963.6,13858.9,13419.8,1420.4
2015-11-01,15831.0,9811.2,615.4,2504.7,2713.6,1217.7,1965.9,13865.2,13417.7,1403.8
2015-12-01,15885.7,9834.2,616.6,2509.7,2728.3,1220.3,1965.3,13920.3,13482.0,1417.2
2016-01-01,15906.1,9849.6,617.6,2519.4,2733.8,1225.4,1927.5,13978.7,13531.6,1411.2
2016-02-01,15906.3,9842.5,619.7,2511.8,2747.6,1224.2,1921.4,13984.9,13546.1,1408.9
2016-03-01,15943.3,9862.9,622.2,2519.7,2754.9,1226.4,1924.9,14018.4,13547.2,1410.1
2016-04-01,15974.1,9890.4,625.2,2519.4,2762.5,1229.7,1935.6,14038.5,13522.0,1406.3
2016-05-01,15993.9,9895.5,627.0,2527.1,2769.3,1230.3,1941.8,14052.1,13515.1,1405.3
2016-06-01,16038.1,9929.8,627.8,2526.5,2771.4,1234.4,1952.7,14085.5,13521.5,1417.2
2016-07-01,16105.0,9978.0,626.8,2537.9,2778.4,1240.1,1966.2,14138.9,13567.1,1424.0
2016-08-01,16142.6,9983.8,627.7,2552.5,2789.8,1240.7,1970.3,14172.3,13578.9,1429.5
2016-09-01,16207.3,10033.7,628.4,2559.4,2793.0,1246.7,1979.6,14227.7,13608.3,1439.6
2016-10-01,16264.5,10078.3,629.4,2566.2,2809.4,1252.3,1985.1,14279.4,13627.7,1433.6
2016-11-01,16307.3,10103.3,632.0,2577.2,2805.1,1255.3,1991.0,14316.3,13657.8,1445.0
2016-12-01,16374.1,10145.6,636.1,2594.7,2809.2,1260.5,2002.7,14371.3,13685.3,1449.0
2017-01-01,16489.3,10194.7,640.8,2626.7,2826.9,1273.8,1999.1,14490.2,13747.2,1473.9
2017-02-01,16557.5,10231.8,643.6,2647.1,2831.2,1278.2,2006.8,14550.7,13783.4,1482.1
2017-03-01,16609.1,10246.4,644.5,2662.6,2836.2,1279.6,2006.3,14602.8,13840.4,1499.0
2017-04-01,16667.2,10298.0,643.4,2681.7,2831.6,1285.6,2006.9,14660.3,13864.5,1497.9
2017-05-01,16763.7,10329.4,643.0,2740.8,2837.0,1288.9,2009.4,14754.3,13957.3,1502.4
2017-06-01,16791.0,10380.3,643.6,2712.0,2845.9,1294.5,2019.9,14771.1,13959.9,1503.8
2017-07-01,16848.0,10432.2,647.9,2715.5,2856.1,1300.1,2035.0,14813.0,13995.9,1496.5
2017-08-01,16907.9,10467.8,650.8,2722.5,2870.2,1303.7,2052.0,14855.9,14003.4,1500.2
2017-09-01,17008.3,10535.1,658.1,2731.9,2883.0,1311.0,2077.6,14930.8,14021.4,1511.2
2017-10-01,17087.2,10595.6,661.9,2734.4,2894.0,1317.3,2104.3,14982.9,14049.5,1518.6
2017-11-01,17146.6,10666.5,665.3,2731.7,2875.2,1324.9,2127.2,15019.5,14060.5,1532.8
2017-12-01,17202.4,10714.7,664.2,2735.3,2881.0,1329.5,2139.2,15063.2,14081.0,1536.7
2018-01-01,17294.8,10761.3,665.5,2738.1,2931.0,1342.6,2078.0,15216.8,14173.9,1541.5
2018-02-01,17354.1,10780.0,668.4,2757.3,2935.7,1343.2,2073.6,15280.5,14198.4,1555.9
2018-03-01,17416.0,10808.4,671.9,2778.9,2949.3,1345.5,2066.8,15349.2,14242.1,1553.0
2018-04-01,17472.7,10850.0,672.4,2792.5,2956.2,1349.6,2057.0,15415.7,14275.9,1551.0
2018-05-01,17547.6,10884.6,674.3,2818.5,2964.9,1352.7,2054.1,15493.4,14320.7,1558.0
2018-06-01,17631.9,10938.4,676.8,2838.0,2974.5,1358.5,2062.0,15569.9,14374.9,1562.8
2018-07-01,17734.2,11000.6,682.5,2856.2,2984.4,1365.6,2079.3,15655.0,14440.0,1576.1
2018-08-01,17816.8,11056.8,688.3,2875.3,2992.4,1371.9,2090.0,15726.9,14495.0,1575.9
2018-09-01,17850.7,11071.4,693.7,2903.6,2993.5,1373.4,2088.9,15761.8,14495.6,1561.9
2018-10-01,17919.9,11075.2,691.2,2942.9,3008.4,1373.7,2080.4,15839.5,14542.2,1575.8
2018-11-01,17975.9,11098.0,688.3,2968.5,3008.1,1376.6,2079.2,15896.7,14588.7,1589.6
2018-12-01,18190.9,11170.2,686.2,3076.8,3020.6,1385.7,2089.7,16101.2,14773.3,1622.9
2019-01-01,18254.2,11267.5,687.8,3019.0,3094.6,1402.7,2135.7,16118.5,14791.2,1588.0
2019-02-01,18348.5,11327.2,689.7,3051.1,3104.3,1410.3,2156.8,16191.7,14835.3,1586.5
2019-03-01,18433.4,11394.2,691.2,3072.9,3118.2,1418.7,2188.1,16245.3,14843.9,1575.6
2019-04-01,18475.5,11386.7,693.7,3106.9,3129.9,1417.7,2215.5,16260.1,14811.8,1576.0
2019-05-01,18500.0,11377.7,696.1,3125.2,3140.0,1416.6,2225.5,16274.4,14814.7,1577.6
2019-06-01,18539.1,11403.9,698.7,3133.3,3151.0,1419.7,2223.7,16315.4,14841.3,1572.0
2019-07-01,18573.3,11407.1,698.7,3141.0,3157.6,1419.8,2200.9,16372.4,14871.8,1588.7
2019-08-01,18670.6,11466.4,699.0,3147.4,3163.1,1426.8,2195.1,16475.5,14960.3,1621.5
2019-09-01,18722.6,11492.1,699.6,3157.2,3167.5,1429.5,2191.5,16531.0,15000.7,1635.7
2019-10-01,18791.9,11566.9,702.9,3162.5,3178.3,1438.4,2204.7,16587.2,15022.4,1619.8
2019-11-01,18880.2,11632.8,707.7,3157.8,3174.5,1446.2,2217.9,16662.3,15084.2,1653.7
2019-12-01,18854.8,11655.0,713.6,3153.8,3158.8,1448.5,2225.5,16629.2,15018.1,1622.2
2020-01-01,19065.2,11809.0,718.5,3155.6,3188.1,1473.6,2259.0,16806.3,15149.7,1667.6
2020-02-01,19197.0,11922.9,722.8,3144.4,3187.7,1486.3,2279.8,16917.2,15232.8,1705.6
2020-03-01,18838.8,11613.4,726.4,3133.0,3261.4,1451.8,2208.5,16630.3,15008.5,1556.5
2020-04-01,21050.3,10746.4,723.7,3100.5,6457.9,1366.3,2042.6,19007.6,17246.2,1388.2
2020-05-01,20216.6,11070.3,718.9,3072.5,5303.4,1404.4,2097.4,18119.2,16423.4,1455.9
2020-06-01,20171.3,11343.7,711.2,3055.9,4907.9,1430.2,2154.5,18016.8,16272.5,1582.8
2020-07-01,20379.3,11453.0,716.7,3046.8,4934.7,1439.6,2198.0,18181.3,16372.2,1667.8
2020-08-01,19773.2,11573.9,722.2,3039.9,4132.0,1449.1,2241.0,17532.2,15739.2,1754.2
2020-09-01,19905.2,11663.3,728.7,3044.9,4090.3,1454.8,2273.6,17631.6,15799.7,1832.8
2020-10-01,19878.9,11866.1,723.2,3062.1,3841.9,1473.2,2320.6,17558.3,15729.1,1858.9
2020-11-01,19692.2,11988.5,716.8,3106.9,3699.2,1483.0,2362.1,17330.1,15522.5,1663.8
2020-12-01,19819.7,12062.6,709.0,3183.1,3769.4,1487.8,2399.4,17420.3,15536.5,1583.3
2021-01-01,21725.4,12065.9,714.4,3111.7,5737.4,1495.9,2479.8,19245.5,17099.2,1591.9
2021-02-01,20189.4,12020.0,719.2,3134.5,4168.3,1487.0,2501.9,17687.5,15662.7,1634.3
2021-03-01,24371.9,12089.4,724.6,3149.9,8161.2,1492.1,2545.2,21826.6,19213.9,1738.7
2021-04-01,21180.9,12250.1,719.5,3176.5,4782.6,1509.5,2605.3,18575.5,16264.7,1761.6
2021-05-01,20769.3,12372.4,713.3,3197.3,4227.6,1522.0,2643.5,18125.8,15790.4,1780.7
2021-06-01,20798.9,12486.9,707.6,3215.1,4134.7,1533.7,2666.7,18132.2,15708.6,1788.3
2021-07-01,21023.3,12609.6,712.6,3220.2,4230.0,1546.6,2677.0,18346.3,15821.9,1797.5
2021-08-01,21082.7,12667.9,721.9,3219.9,4230.8,1552.2,2686.8,18395.9,15802.4,1794.4
2021-09-01,20909.7,12766.4,733.8,3228.8,3957.9,1563.2,2715.8,18193.9,15580.2,1786.1
2021-10-01,21073.0,12930.9,738.8,3250.1,3938.7,1582.4,2768.8,18304.2,15584.9,1796.9
2021-11-01,21176.6,13050.4,741.1,3256.8,3923.8,1596.5,2808.8,18367.8,15543.5,1801.0
2021-12-01,21236.8,13151.7,739.0,3268.5,3914.7,1608.6,2840.6,18396.2,15483.6,1771.4
2022-01-01,21205.7,13174.5,739.2,3265.4,3869.5,1623.6,3125.7,18080.0,15137.7,1780.7
2022-02-01,21319.5,13269.4,743.3,3267.6,3866.5,1635.9,3147.0,18172.5,15125.6,1808.6
2022-03-01,21434.3,13335.3,752.1,3276.5,3870.2,1644.7,3163.7,18270.6,15064.1,1844.9
2022-04-01,21474.1,13362.9,759.9,3296.5,3875.3,1647.7,3177.6,18296.5,15055.2,1827.2
2022-05-01,21573.6,13413.8,775.8,3324.2,3877.8,1654.2,3189.2,18384.4,15036.4,1836.2
2022-06-01,21687.0,13468.8,792.0,3348.4,3896.4,1661.3,3198.5,18488.5,14973.1,1842.6
2022-07-01,21781.7,13573.8,792.9,3350.6,3891.7,1673.9,3216.6,18565.1,15049.1,1846.5
2022-08-01,21859.9,13623.0,794.9,3358.1,3893.9,1679.7,3227.9,18631.9,15062.9,1869.7
2022-09-01,21942.6,13699.4,797.0,3367.7,3892.9,1688.8,3243.1,18699.5,15065.7,1874.4
2022-10-01,22118.2,13754.3,802.7,3409.0,3976.9,1695.3,3245.9,18872.4,15147.8,1870.6
2022-11-01,22174.8,13798.9,807.9,3413.9,3985.6,1700.3,3241.8,18933.0,15181.5,1868.8
2022-12-01,22224.3,13834.9,814.1,3417.8,3986.6,1704.3,3242.2,18982.1,15213.0,1875.2
